id,userId,courseId
57f49159-ea6f-45de-bbad-0cfaf6110922,7fbd2fad-d24d-4f1e-9549-bb604814f6c0,7b0945c7-c7e7-4618-bcec-5fdda7952663
6b2456af-c85f-45fb-9c0e-ca6702440cda,5ace4cc5-895d-4fee-8ec6-7bb567380509,504f469a-5ca1-4937-b5be-7a0fa519786e
274093d9-b263-4ee8-8fd7-6e65f0afc188,fb0e51a1-f634-4c0b-afc9-a41ffa73a6a6,409beded-5a50-4f08-bebc-043d80fbd966
cf3c4dca-d522-470e-9d47-1800f5aae635,a1a26fea-83e3-4c5e-8134-5d0fd4dbe23f,4cfda303-fbea-44e7-ab68-67f1941991fc
3541839f-c5c5-4dfc-9e42-1470c1c1ee56,5c5f16bc-15d3-4393-b92d-9abda07fa76c,853c9090-1ef6-4789-ab05-80bf1fee7766
13b06b36-81a8-4227-a378-fd9f33ef5c17,ed7af397-eb48-4f4c-ad45-d5c38f1ad88c,f1024ebf-1cb4-4a92-ab29-5b6c720f2221
52d811f5-d363-4037-89fe-17b1ca019fd1,efbb80ce-584e-4e02-8013-1ed8f39a6220,f0daeafb-6c31-4043-8411-04c3e409f942
e47a480a-fe6a-4ec8-8881-112042b299ac,2dafe10a-0e8e-4d2e-8f80-cca1820d113e,772f5b6d-c332-426b-8ab2-f85187d733ac
2a95c322-d386-4655-8995-7ee3b67127d0,2bc7aeb8-5e54-4199-b050-d24a4ec9bce1,5b37bc1f-955b-4957-b15c-988f0c5ef28e
26d1e4a3-f6f7-44f0-87a2-82373e824e91,799a6013-2ff1-45a9-b3f8-009d08688d05,4d9fe08f-af92-499a-bbf3-92036d47ba39
6565e0b5-443f-44a6-9222-6230cc3dc080,e8810db8-9f0a-4b5f-a6b5-947511b98fd4,ff762024-3ee5-4fba-aded-d33f3e25fc91
a8e7e278-677b-4ff5-864a-1724cf709ee8,682ed6ed-ca3b-44b4-a6dc-1cc6e4ce7ed3,f61cf2f0-9872-42f3-868c-5100bbf8f786
e4d4ee0f-67c6-4ebe-ba28-a72ec46ce1ac,5d9067a6-8ba3-4c73-aa0e-d2938239a1cb,789ac6ac-e2d7-46f0-a4c7-feb961f14328
3fefa1d1-7e2a-4086-93da-1a1f439291d2,5c16cfbb-2791-4787-99b0-fca05b785fa0,829546c0-ba2d-47d2-864a-31b2a5c4615e
7175d7eb-beb9-4d65-a3d2-79851c77ca36,96aea4fd-0a89-4336-8a6a-c855611b6a14,9080e6e0-5d3c-4e13-808d-edcec1dc6892
d3df5faf-96fc-462c-beca-4186a5a6040c,a109e6e0-1e20-4949-bf41-33d07e8eff88,451dd0d6-404c-4c52-a8a5-c33a624a5099
44e25112-c95c-424e-9239-d3a0b87bb9e6,9bef853d-02f7-4f7c-8064-1aeaf1e359e4,784f8021-82fc-467e-a8fa-0d39dd89554c
4fed6626-338c-4245-a077-c7ee60f6b4e3,b2bd66bc-982f-4210-a9ef-5e5fee4a3c0a,768c20f2-ff22-43a6-ae4e-d797b3814a49
69769e40-2ff1-4c46-acc4-6281f289a0bc,1d83d8f1-3988-42a0-9a9b-df97b7724c9b,6a1f8d48-84ac-4728-808f-8ffe653b6465
6d181b03-844a-44b9-bb22-473231b1e891,3dddb262-894d-4daa-8709-485572f90d41,62ba8835-697f-4713-9411-37c8f200059f
0b14851a-8807-4881-831a-b5c965248940,6a37a940-e66c-43b8-8ced-b7d9ff3166d8,3c477420-c295-46c2-a69b-17f8581f42b0
cf215693-fccb-46f3-9053-1fdaa50e240f,f9c034b1-c5aa-42c8-9ce4-5ac1d16d6a86,0ee81f12-580c-415c-b38e-95017964c07f
d4d3e54f-4683-403f-9871-cbb91ca11685,1ebdc88d-2643-4a6d-b1df-c444060e1e0d,a895fc65-063e-4610-bc26-43c03d932852
05a62565-9364-477d-bec3-9618fd967646,bf959bd5-62e4-4847-8f68-b9069862803a,498bbb47-4c4c-4244-95fb-12c15b35e348
0e82bf39-dcaf-425c-9ec7-4fa40d610f12,f108149a-3a5e-49d0-bc0b-4ec2ae787905,b04f4db0-fd71-4a58-820e-2751247ef525
d109af7c-0b8a-4038-9380-5830587bda8a,18d780e8-1a52-4754-bf6c-95de2d4c498a,73ef6fbe-1b65-48dd-9b33-2493e90681e2
c45521a1-0c20-4a4f-82bd-4b3ed8788466,875b9ba0-c8f1-499c-a2ee-cbd31124cf2a,3e707470-5989-4e17-9dc0-3a1ac84c21d8
cb145fd5-8e65-4ef2-9c9e-50a2be356658,94622f4a-0bdd-4093-958a-3dd83f86d144,fa7e6f71-b9e6-4ab4-bff0-4da854114eca
bd540c3a-008f-4421-affd-056274d54482,7d7fdf42-5a44-4a11-9042-c6719582be09,c3043458-d18e-473d-b4b6-59ea5da9d4b7
ce444db8-3029-4514-86d8-a94b6ba173c5,09df52b0-278c-4e4c-ac32-577defdb8fb6,cf553cd3-4b6c-465b-be26-bdbb0656cfcf
afdb78ab-2204-40be-ae19-1cc193d4ac09,96f5d27d-58b4-4b3c-8af4-8cb838008a26,f6981016-8b9e-4e97-b3e0-2f6efca5d461
c1efbbb2-fa68-4836-8236-8d9df1084c51,1b3f8542-1f7e-4dca-b011-f6f0d5087716,d98e01cf-549b-4c29-bc8c-43ff14f74778
e7fec0dd-712d-448b-aecb-d9971395be10,632e1e24-7abc-4d41-b745-a7d9463ea5fe,9c4e77ad-8f23-446b-999c-b1b5c51b5b87
d62361c3-c3d2-4622-aae6-da111abdaeb2,eb418ecf-9520-4641-98d1-841cb1a02e75,bbc75305-b200-4282-b13d-1832915da355
eb52ee37-9919-4891-8fae-b644c73a09c4,f9c034b1-c5aa-42c8-9ce4-5ac1d16d6a86,1f75d093-741e-42fe-add2-c1cb0d7e7271
238d1d58-89a5-474a-8c8e-6c8573cef1d6,49881b98-7af2-48a4-b3a2-d3a04e6b6bb5,c7675cbc-b680-443d-884e-864686053759
